"oper_id"	"title"	"business_type"	"method"	"request_method"	"operator_type"	"oper_name"	"dept_name"	"oper_url"	"oper_ip"	"oper_location"	"oper_param"	"json_result"	"status"	"error_msg"	"oper_time"	"cost_time"
"244"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u7528\u7535\u540C\u6BD4\u5206\u6790"",""parentName"":null,""parentId"":2022,""orderNum"":1,""path"":""ElectricEnergyEnergyoy"",""component"":""ems/ElectricEnergy/ElectricEnergyEnergyoy"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":"""",""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"7/2/2025 14:01:53"	"310"
"245"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u7528\u7535\u73AF\u6BD4\u5206\u6790"",""parentName"":null,""parentId"":2022,""orderNum"":2,""path"":""ElectricEnergyEnergmo"",""component"":""ElectricEnergyEnergmo"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"8/2/2025 10:48:34"	"293"
"246"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2025,""menuName"":""\u7528\u7535\u73AF\u6BD4\u5206\u6790"",""parentName"":null,""parentId"":2022,""orderNum"":2,""path"":""ElectricEnergyEnergmo"",""component"":""ems/ElectricEnergy/ElectricEnergyEnergmo"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-08T10:48:34"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"8/2/2025 10:48:46"	"243"
"247"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""EMS \u5206\u5E03\u5F0F\u5149\u4F0F"",""parentName"":null,""parentId"":0,""orderNum"":8,""path"":""2"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"10/2/2025 09:54:21"	"240"
"248"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2010,""menuName"":""EMS \u7535\u80FD\u7BA1\u7406"",""parentName"":null,""parentId"":0,""orderNum"":7,""path"":""ems"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""dashboard"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-01-06T15:33:00"",""updateBy"":""admin"",""updateTime"":""2025-01-09T10:53:08"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:27:05"	"329"
"249"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2010,""menuName"":""EMS \u7535\u80FD\u76D1\u63A7"",""parentName"":null,""parentId"":0,""orderNum"":7,""path"":""ems"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""dashboard"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-01-06T15:33:00"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:27:05"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:27:27"	"194"
"250"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2026,""menuName"":""EMS \u5149\u4F0F\u76D1\u63A7"",""parentName"":null,""parentId"":0,""orderNum"":8,""path"":""2"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-10T09:54:21"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:27:41"	"250"
"251"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"11/2/2025 09:50:14"	"255"
"252"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2026,""menuName"":""EMS \u5149\u4F0F\u76D1\u63A7"",""parentName"":null,""parentId"":0,""orderNum"":8,""path"":""2"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""chart"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-10T09:54:21"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:27:41"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:50:39"	"226"
"253"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2027,""menuName"":""\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:50:14"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:51:52"	"338"
"254"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2027,""menuName"":""\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:50:14"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:51:52"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:55:47"	"282"
"255"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u9006\u53D8\u5668\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":2,""path"":""111"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus1"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":null,""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"11/2/2025 09:56:32"	"237"
"256"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2027,""menuName"":""\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:50:14"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:55:47"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:56:41"	"231"
"257"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2027,""menuName"":""\u7535\u7AD9\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:50:14"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:56:41"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:56:55"	"209"
"258"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2027,""menuName"":""\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":1,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:50:14"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:56:55"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:57:08"	"215"
"259"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2028,""menuName"":""\u9006\u53D8\u5668\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":2,""path"":""111"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus1"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:56:32"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:57:12"	"197"
"260"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2028,""menuName"":""\u9006\u53D8\u5668\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":2,""path"":""111"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus1"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:56:32"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:57:12"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 09:57:35"	"262"
"261"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2028,""menuName"":""\u9006\u53D8\u5668\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":2,""path"":""InverterMonitor"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/InverterMonitor"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:56:32"",""updateBy"":""admin"",""updateTime"":""2025-02-11T09:57:35"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"11/2/2025 10:10:28"	"289"
"262"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"127.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2028,""menuName"":""\u9006\u53D8\u5668\u8FD0\u884C\u76D1\u89C6"",""parentName"":null,""parentId"":2026,""orderNum"":2,""path"":""InverterMonitor"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u9006\u53D8\u5668\u8FD0\u884C\u76D1\u89C6/InverterMonitor"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-11T09:56:32"",""updateBy"":""admin"",""updateTime"":""2025-02-11T10:10:28"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/2/2025 13:50:33"	"220"
"263"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2028,""orderNum"":5,""path"":""111122"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"24/2/2025 09:09:42"	"348"
"264"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2029,""menuName"":""\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":5,""path"":""111122"",""component"":null,""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""M"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-24T09:09:41"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"24/2/2025 09:10:02"	"241"
"265"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2029,""menuName"":""\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":5,""path"":""StationStatus"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatus"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-24T09:09:41"",""updateBy"":""admin"",""updateTime"":""2025-02-24T09:10:02"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"24/2/2025 09:10:35"	"212"
"266"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2029,""menuName"":""\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":5,""path"":""StationStatisticsdz"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u8FD0\u884C\u76D1\u89C6/StationStatisticsdz"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-24T09:09:41"",""updateBy"":""admin"",""updateTime"":""2025-02-24T09:10:35"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"24/2/2025 09:12:00"	"202"
"267"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2029,""menuName"":""\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":5,""path"":""StationStatisticsdz"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u7535\u7AD9\u53D1\u7535\u7EDF\u8BA1/StationStatisticsdz"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-24T09:09:41"",""updateBy"":""admin"",""updateTime"":""2025-02-24T09:12:00"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"24/2/2025 09:12:59"	"310"
"268"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u9006\u53D8\u5668\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":6,""path"":""generationStatisticsN"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u9006\u53D8\u5668\u53D1\u7535\u7EDF\u8BA1/generationStatisticsN"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":null,""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"28/2/2025 13:29:28"	"265"
"269"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2030,""menuName"":""\u9006\u53D8\u5668\u53D1\u7535\u7EDF\u8BA1"",""parentName"":null,""parentId"":2026,""orderNum"":6,""path"":""generationStatisticsN"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u9006\u53D8\u5668\u53D1\u7535\u7EDF\u8BA1/generationStatisticsN"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2025-02-28T13:29:28"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"28/2/2025 13:29:47"	"285"
"270"	"菜单管理"	"1"	"RuoYi.System.Controllers.SysMenuController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":0,""menuName"":""\u5149\u4F0F\u7535\u7AD9\u914D\u7535\u56FE"",""parentName"":null,""parentId"":2026,""orderNum"":7,""path"":""index"",""component"":""ems_\u5206\u5E03\u5F0F\u5149\u4F0F/\u5149\u4F0F\u7535\u7AD9\u914D\u7535\u56FE/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":null,""icon"":""button"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"28/2/2025 13:31:55"	"262"
