"id"	"item_no"	"use_item_no"	"use_item_count"	"use_item_measure"	"fixed_use"	"vari_use"	"fixed_use_assist"	"vari_use_assist"	"item_measure_assist"	"use_item_type"	"created_by"	"created_time"	"updated_by"	"updated_time"
"476f07d8f39d4e0592d235e23cb57df9"	"601690"	"601679
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"4773d397e97d40aca8f66b5ba69b7a7e"	"600098"	"600080"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"477506abe31a4ad8959190fe97215f31"	"601100"	"100910"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"477c34f7373448d180c8919cb8b87453"	"616570"	"400499"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"477cf1bebc584a0db0f9ce5c83febf80"	"602177"	"600377"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47822bf4f0ca43eab367404c1837f8b2"	"614472"	"400185"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47881d6314284af2b0e8963a2258a6a1"	"602774"	"601774
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"479147812c264a69ab1cc007b8f3dbc4"	"602161"	"400391"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"4793134a03484ab7b39e6596deedbec4"	"602604"	"600094"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"4797c9dc19a144ff9aa97c3b5ab56022"	"615982"	"102267"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"479a9ff6183d460aa055d2096fc6a592"	"601452"	"601440"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"479c836bcbb9463a8cd31c4b32323d71"	"616885"	"616883"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"47a0816c27004152a0ed7e2027adc1b9"	"614353
"	"400488"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47a68262a38b4f2da0181e0b2b81ef3c"	"616719"	"616537"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"47b301cf417b429d9ff480d1ce86af7b"	"602212"	"601907"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47b9089d91884a4a880cccff5d7701d2"	"614835"	"614838"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47be0ac63ecc48c98be5c8bca8e63fdb"	"650108"	"650105"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"47c214d2850c43fa91967022aa9c30e9"	"602498"	"300050"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"47c6a202700841e8a3ac318831985c8b"	"615729"	"400191"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"47d17fc8a8a8456689614810dda24898"	"600601"	"101242"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"47d1a30f463e43ac9db5e9dd37de9690"	"615548"	"615547"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"47d220792c99489884d180af675a0be2"	"615515"	"615514"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"47d68862a6974bc49456f5812cdaae3e"	"615705"	"600466"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"47dc5bad47854512875fde80b74d6c97"	"600964"	"101570"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"47dd34d3bd5d40a8b96cb5030274074d"	"602659"	"400038"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"47dfb89bd1cc4fddacd7516316427784"	"615850"	"600674"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"47eba43bfcb64c9ea624596ee23ccf5b"	"650102"	"650098"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"47ebeb33238142ac9cec7abb58952dce"	"602545"	"612205"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"47f3a5a6f2134b7181c14535f41c871f"	"602057"	"400290"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"4800c87812cf47f59771da7c98364d31"	"616115"	"616114"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"48050f6680bf40a8aaf299e9a3bbbc41"	"616114"	"616107"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"4811c326bce947f1a96d526b5849d499"	"615888"	"615885"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"481724ebfda74b3784cdfbabfa1a3f60"	"601460"	"600936"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"481a932afe2d49b4ae7337ec13a2ae45"	"602006"	"600402"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"482c44bd11c34d33b2a296b86c2c1c11"	"602523"	"612209"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"482d71a2fe5749df948b6dc71eeca065"	"614848"	"601442"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"48303d27963d492a9c66ae428d829a6f"	"601977"	"600020"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"483195a8cecc4b228f765d8e60e47155"	"600007"	"300049"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"483612a400c440be9d74d94f78d66509"	"616119"	"101245"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"48365fa6fca04b6d8cec7ffe6e39a5c3"	"600449"	"600379"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"4837346c11b54f9ebce3ee192b3366a3"	"602212"	"601932"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"483adab53c09448f9ebee73b21175fcc"	"602001"	"600387"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"483d7903e3e448f7bf766ca0ebce58ce"	"616903"	"616900"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"483deb438d8d4e2c9df2a152a5002697"	"650010"	"400192"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"484c4b68a3c9414a8fc49381cac417f8"	"600651"	"600678"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"484e4b33f3d54854b74c1c86b6482995"	"600019"	"600018"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"4854107c8eca426d955780a39d7195ef"	"600651"	"600695"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"4875475d16b045f6b727b4fb8a3e4f91"	"614249
"	"400489"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"4877a97049374b5aba33cbb08d1f6742"	"615243"	"400290"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"4878a21fb6b9446db8b60b7ae8746efb"	"601459"	"602726"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"4878e6dfda904829ab8ca8f997e7f86c"	"602296"	"100907"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"487902427a93435a8977c7117ef75c34"	"600068"	"600066"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"48807875cdbd4953ad2677c7995fdfe8"	"600651"	"600661"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"488094286e1e44ee992878152bab58a1"	"601338
"	"400323"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"48810b70758f4cfbbb414d15b666b944"	"602624"	"615268"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"48845553d3ae480498181a344fec7c1b"	"615711"	"100438"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"48866c03ccb94be9b27f29759e34e586"	"700069"	"700005"	"1"	"公斤"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"4887edb142304bd79465de89b03d37a1"	"615368"	"615362"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"48889f9a0496488da9759721ab33563e"	"602777"	"601726
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"488a70d025284c8d8313f4a3593805c5"	"700053"	"700033"	"1"	"公斤"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"488ff28a94cc46738bfc2d4180cf2ab8"	"616428"	"400427"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"4895465bdd9b477a836d1575a1502e0a"	"615360"	"605458"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"48a5ed825aee46edb8612e31dca82831"	"600396"	"600162"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"48a7dc7ab2e24f59a97d3533c430d611"	"602461
"	"300831"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"48a8c552a85e4b1b89b9d1e9906b2b98"	"616073"	"601084"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"48ae0cb596cc44dba6e76f5797330e3c"	"616872"	"601229"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"48afb117d7bb4d58bae0f9cad82eca7e"	"615859"	"302846"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"48b1ebacddd84600b54348e5243bfa14"	"601657"	"601656"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"48b402cd1fcb4d3ab7ab39bff3b31eff"	"616183"	"601065"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"48b4349fd3074993aa68fb6d42f6716f"	"601733"	"601723"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"48b58a5bf1ae45e5b6afaee897036b01"	"600913"	"400267"	"1"	"千克"	"1"	"0"	"0"	"0"	"根"	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"48be666348a541e6a4d131561f8e44f3"	"600828"	"100911"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"48c8a7c7a4e04cf6a9c027ad02ff1d30"	"614015"	"600132"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"48c9ea3644f04a74a2999e3379bca022"	"616171"	"400332"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"48ce3861f3224fff805b23f55157a94f"	"616870"	"300583"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"48dc25ad39ae4a9a97097bf0271e2f5d"	"601690"	"601687
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"48dc81fed227468981e959853d299675"	"601452"	"601425"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"48ee233d948d4465829c4393e669d3b6"	"600964"	"600936"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"4900192e317b4587b5b89a2574d19e5f"	"601980"	"601715"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"49056c2d3434426d9987cb8074a662ba"	"600388"	"600355"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"4915cac76c17404e875f10ff207cfeb3"	"616899"	"400410"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"4918a7273b55485d8374900c6558a910"	"602002"	"600370"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"491ea00cd43a47ccb487a48d363b7291"	"602657"	"600765"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"491ffec8ffe7431d91226c85b24ce056"	"601650"	"600674"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"492232f2fb3f431d93e99b31a364623a"	"601549"	"600087"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49271cbc56d74b12afbcf682b6761c17"	"600245"	"H400101"	"1"	"公斤"	"1"	"0"	"0"	"0"	"根"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"492a4e14ae694adf919cc5a3b2097e0d"	"602520"	"612189"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"492aac75182c46978b46b48ce94952a3"	"616419"	"616418"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"492c16a3e0634d728041d63d70d9e7a0"	"617678"	"614676
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"492d03b8e90c4c3682e681ef6875091d"	"616387"	"400323"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"492eb149da5c4b7b9139d625883eca33"	"616441"	"616438"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"494616a075094309a397b040716e7e72"	"615658"	"601120"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"4947d1bc70314b45a02a4fc367ff1b33"	"601294"	"601280"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"495010c6c9e44384a4f5c457d9bec2d2"	"616114"	"101921"	"1"	"片"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"49502d7022564560ac4753a3520ef6b7"	"615507"	"100911"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"4958abe462094c2ca79a97014a70ab03"	"600358"	"600356"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"4959a342846f4fbc9f0d684646dfed21"	"602463
"	"602022"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"495acc8c86114f979a44d6b2a88b1fd2"	"601331"	"601330
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"495c984cbaa14921bdb2e48bda807d7a"	"612184"	"400191"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"495d6ecfd50f4eff9b39a963a72950bc"	"602188"	"650017"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"495fe6c76185430e9133d60d472fe65b"	"602290"	"600909"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"49637567d9de4e319077e3224627d5c3"	"601870"	"601845
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"4966d0b8f3364e3cb9474c16ef35c646"	"602667"	"600758"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"4967ca64a3eb409ca0b83354f3118f02"	"600687"	"400389"	"1"	"千克"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"496e3e51d5074807bce5ebc2855bb3c5"	"601156"	"601155"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"496ebe28b6b54f0eaa743fc249484f66"	"602771"	"600076"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"496f17b3f1d84c369c159e32df24f01d"	"601864
"	"400038"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49724d54f8774ba5bfeaa242e6575a28"	"614475"	"601761
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"4976b7b167574928b312848574714549"	"602274"	"602272"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"497bb964bd814946b5c00b9bbb8522d7"	"602590"	"101135"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"497f9a404c36407d8daa1b3ce012968b"	"600650"	"400035"	"1"	"千克"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"49834d2871644114ad8dfa9cb122d480"	"615591"	"615588"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"49858d86989448c99ca2c8718fa090e1"	"616200
"	"101098"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"49871004c6f54505870b73c6b9e0dc23"	"600523"	"400397"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"498d77e4470740289f79068b252380cb"	"601650"	"601634"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"498dc879c7f047629559d6207b07f0de"	"600030"	"400349"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"499d2d2cfc974b759e19faa83d582563"	"615686"	"600089"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"499f51a5b6ec4a67b1ad1ee5cdf81ead"	"602485"	"100732"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"49a19d2b7fa0478888e8acd2f7b5011c"	"615751"	"101100"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"49a3a2e818c64a7ba77fa8c42d39882c"	"615745"	"101986"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"49a40821f1c744b4965456ca148163ad"	"615509"	"100914"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"49a47e084a6b4e279df9c5b1487de0de"	"615471"	"600454"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"49ac4f4e040d42278a4c64ba8b7a1086"	"601225"	"601223"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49ad2c20bb3045f686a450f4fc3f9624"	"601229"	"601228"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49b22d4c9c6145c9b7860f841dc1ccdd"	"600434"	"400191"	"1"	"千克"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"49b504b6b351478ea64a858b985cbda6"	"601841
"	"400033"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"49c10da767f24290a8d4788bf0c20869"	"614799"	"614769"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"49c5cd33e0d54c208c716d81d557166a"	"601093"	"101447"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49c6a830c9d24dcdb38c637a3e9627fc"	"650069"	"400191"	"1"	"公斤"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"49cee64017e74e9cb97a9d099349bc96"	"602193"	"600376"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"49d6012cc7644eeba8028ef31bbabb4e"	"616870"	"101722"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"49e0940ce58b4616bb5a14e212c4d2ed"	"602224"	"600930"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:25"		"2/8/2025 18:42:20"
"49ed8d3f84054793962d7bdc0e1f72b8"	"615891"	"600422"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"49eda07e225b47aa98ee98b739fc0fae"	"601566"	"601564"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"49ee672251a44151a0d580419eb6cffd"	"602778"	"601701
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"49ee6aaa36944cab9ef2accaa8dcba3a"	"616870"	"300584"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:21"		"2/8/2025 18:42:20"
"49fd14a89f884a14b2f3f47e0d91a103"	"601372
"	"601369
"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"49fda21da06f4910bc2c232076e12d16"	"600368"	"400191"	"1"	"千克"	"1"	"0"	"0"	"0"	"张"	"00"		"2/8/2025 18:42:22"		"2/8/2025 18:42:20"
"49ff147ff82c408fbe80f0de831ac479"	"602613"	"600101"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:26"		"2/8/2025 18:42:20"
"4a0131f832ad48c0a20fe27cf9fb41a3"	"601612"	"601608"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
"4a03b8b6dda8491180d1ce542d6cbb54"	"615203"	"615202"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"4a072aad68c143e29c4f34f1ab34f53b"	"615883"	"615880"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:28"		"2/8/2025 18:42:20"
"4a0922e76bee445996362b40231b7fa7"	"612226"	"601320"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:24"		"2/8/2025 18:42:20"
"4a0aad21fc214fafabb2419a8576836b"	"615958"	"100337"	"1"	"个"	"1"	"0"	"0"	"0"	" "	"00"		"2/8/2025 18:42:27"		"2/8/2025 18:42:20"
"4a0ec9cd42bd481fadd3977e993b730c"	"614921"	"614920"	"1"	"件"	"1"	"0"	"0"	"0"	" "	"01"		"2/8/2025 18:42:23"		"2/8/2025 18:42:20"
